id,name,hurricane_category,year,month_day,date,hours_minutes,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL031999,BRET,cat_1,1999,0821,19990821,0000,,HU,21.9N,94.5W,65.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_1,1999,0821,19990821,0600,,HU,22.5N,94.7W,75.0,980.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_1,1999,0821,19990821,1200,,HU,23.1N,94.9W,80.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_2,1999,0821,19990821,1800,,HU,23.8N,95.0W,90.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_4,1999,0822,19990822,0000,,HU,24.7N,95.1W,120.0,954.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_4,1999,0822,19990822,0600,,HU,25.5N,95.5W,125.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_4,1999,0822,19990822,1200,,HU,26.2N,96.1W,125.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_4,1999,0822,19990822,1800,,HU,26.6N,96.8W,120.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_3,1999,0823,19990823,0000,L,HU,26.9N,97.4W,100.0,951.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL031999,BRET,cat_1,1999,0823,19990823,0600,,HU,27.0N,97.9W,80.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0822,19990822,0000,,HU,14.2N,31.7W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0822,19990822,0600,,HU,14.4N,32.3W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0822,19990822,1200,,HU,14.5N,32.7W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0826,19990826,0000,,HU,21.7N,48.2W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0826,19990826,0600,,HU,22.9N,49.5W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0826,19990826,1200,,HU,24.2N,50.8W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0826,19990826,1800,,HU,25.4N,52.0W,70.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0827,19990827,0000,,HU,26.4N,53.1W,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0827,19990827,0600,,HU,27.2N,54.3W,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_2,1999,0827,19990827,1200,,HU,27.8N,55.4W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_2,1999,0827,19990827,1800,,HU,28.3N,56.2W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_3,1999,0828,19990828,0000,,HU,28.7N,56.9W,100.0,961.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_4,1999,0828,19990828,0600,,HU,29.3N,57.5W,115.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_4,1999,0828,19990828,1200,,HU,30.1N,58.0W,120.0,942.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_4,1999,0828,19990828,1800,,HU,30.8N,58.5W,120.0,943.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_4,1999,0829,19990829,0000,,HU,31.5N,58.4W,120.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_4,1999,0829,19990829,0600,,HU,32.3N,58.4W,115.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_3,1999,0829,19990829,1200,,HU,33.1N,58.2W,100.0,961.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_2,1999,0829,19990829,1800,,HU,33.8N,57.4W,95.0,965.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_2,1999,0830,19990830,0000,,HU,34.3N,56.3W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_2,1999,0830,19990830,0600,,HU,34.7N,55.5W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0830,19990830,1200,,HU,35.3N,54.9W,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0830,19990830,1800,,HU,36.1N,54.2W,80.0,978.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL041999,CINDY,cat_1,1999,0831,19990831,0000,,HU,37.0N,52.6W,70.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0826,19990826,0600,,HU,23.8N,73.1W,65.0,995.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0826,19990826,1200,,HU,24.1N,73.6W,65.0,995.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0826,19990826,1800,,HU,24.4N,74.0W,70.0,990.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0827,19990827,0000,,HU,24.8N,74.4W,65.0,993.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0827,19990827,0600,,HU,25.2N,75.0W,65.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0827,19990827,1200,,HU,25.6N,75.5W,65.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0827,19990827,1800,,HU,25.9N,75.9W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0828,19990828,0000,,HU,26.1N,76.2W,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0828,19990828,0600,,HU,26.5N,76.7W,75.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0828,19990828,0700,L,HU,26.6N,76.8W,75.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0828,19990828,1200,,HU,27.1N,77.0W,85.0,973.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0828,19990828,1800,,HU,27.7N,77.3W,90.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0829,19990829,0000,,HU,28.3N,77.7W,90.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0829,19990829,0600,,HU,29.0N,77.9W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0829,19990829,1200,,HU,29.9N,78.4W,90.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0829,19990829,1800,,HU,30.8N,78.4W,90.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0830,19990830,0000,,HU,31.9N,78.1W,90.0,964.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0830,19990830,0600,,HU,32.8N,77.6W,90.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0830,19990830,1200,,HU,33.6N,76.5W,85.0,965.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_2,1999,0830,19990830,1800,,HU,34.3N,74.8W,85.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0831,19990831,0000,,HU,34.9N,73.6W,80.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0831,19990831,0600,,HU,35.1N,72.9W,80.0,977.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0831,19990831,1200,,HU,35.2N,72.8W,75.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL051999,DENNIS,cat_1,1999,0831,19990831,1800,,HU,35.1N,73.3W,70.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_1,1999,0910,19990910,1200,,HU,19.3N,58.8W,70.0,989.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_1,1999,0910,19990910,1800,,HU,20.2N,59.6W,70.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_1,1999,0911,19990911,0000,,HU,20.8N,60.4W,80.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0911,19990911,0600,,HU,21.4N,61.1W,95.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0911,19990911,1200,,HU,21.9N,62.0W,95.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0911,19990911,1800,,HU,22.5N,63.0W,90.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0912,19990912,0000,,HU,22.7N,64.1W,85.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0912,19990912,0600,,HU,22.8N,65.2W,95.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0912,19990912,1200,,HU,23.0N,66.2W,105.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0912,19990912,1800,,HU,23.2N,67.4W,115.0,940.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0913,19990913,0000,,HU,23.4N,68.7W,125.0,931.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0913,19990913,0600,,HU,23.6N,70.0W,135.0,922.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0913,19990913,1200,,HU,23.9N,71.4W,135.0,921.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0913,19990913,1800,,HU,24.1N,72.9W,125.0,923.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0914,19990914,0000,,HU,24.5N,74.0W,115.0,924.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0914,19990914,0600,,HU,24.9N,75.3W,105.0,927.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0914,19990914,1200,L,HU,25.4N,76.3W,105.0,930.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0914,19990914,1800,,HU,26.1N,77.0W,110.0,930.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0914,19990914,1900,L,HU,26.3N,77.1W,110.0,932.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_4,1999,0915,19990915,0000,,HU,27.1N,77.7W,115.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0915,19990915,0600,,HU,28.2N,78.5W,110.0,935.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_3,1999,0915,19990915,1200,,HU,29.3N,78.9W,100.0,943.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0915,19990915,1800,,HU,30.6N,79.1W,95.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0916,19990916,0000,,HU,32.1N,78.7W,90.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0916,19990916,0600,,HU,33.7N,78.0W,90.0,956.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_2,1999,0916,19990916,0630,L,HU,33.8N,78.0W,90.0,956.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL081999,FLOYD,cat_1,1999,0916,19990916,1200,,HU,35.7N,76.8W,70.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0913,19990913,1200,,HU,15.9N,39.2W,65.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0913,19990913,1800,,HU,16.1N,40.8W,70.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0914,19990914,0000,,HU,16.3N,42.2W,75.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_2,1999,0914,19990914,0600,,HU,16.6N,43.5W,85.0,973.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_2,1999,0914,19990914,1200,,HU,16.8N,44.6W,90.0,968.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_2,1999,0914,19990914,1800,,HU,17.1N,45.8W,95.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0915,19990915,0000,,HU,17.2N,46.9W,100.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0915,19990915,0600,,HU,17.4N,47.9W,110.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0915,19990915,1200,,HU,17.5N,48.9W,115.0,940.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0915,19990915,1800,,HU,17.7N,50.0W,125.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0916,19990916,0000,,HU,17.8N,50.8W,130.0,930.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0916,19990916,0600,,HU,18.0N,51.7W,130.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0916,19990916,1200,,HU,18.2N,52.6W,125.0,941.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0916,19990916,1800,,HU,18.6N,53.4W,120.0,940.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0917,19990917,0000,,HU,19.0N,54.2W,115.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0917,19990917,0600,,HU,19.4N,55.0W,125.0,942.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0917,19990917,1200,,HU,19.9N,55.7W,125.0,945.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0917,19990917,1800,,HU,20.4N,56.3W,115.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0918,19990918,0000,,HU,20.9N,56.8W,110.0,953.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0918,19990918,0600,,HU,21.6N,57.1W,105.0,954.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0918,19990918,1200,,HU,22.2N,57.4W,105.0,953.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0918,19990918,1800,,HU,22.8N,57.8W,105.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0919,19990919,0000,,HU,23.4N,58.1W,110.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0919,19990919,0600,,HU,24.1N,58.7W,115.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0919,19990919,1200,,HU,24.7N,59.2W,115.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0919,19990919,1800,,HU,25.5N,60.0W,115.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_4,1999,0920,19990920,0000,,HU,26.2N,60.7W,115.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0920,19990920,0600,,HU,26.8N,61.4W,110.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0920,19990920,1200,,HU,27.6N,62.4W,105.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_3,1999,0920,19990920,1800,,HU,28.3N,62.7W,100.0,949.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_2,1999,0921,19990921,0000,,HU,29.2N,62.9W,95.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_2,1999,0921,19990921,0600,,HU,30.1N,62.8W,90.0,952.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_2,1999,0921,19990921,1200,,HU,31.3N,62.6W,85.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0921,19990921,1800,,HU,32.7N,62.1W,80.0,958.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0922,19990922,0000,,HU,34.3N,61.2W,75.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0922,19990922,0600,,HU,36.2N,60.4W,75.0,961.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0922,19990922,1200,,HU,38.1N,59.4W,70.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL091999,GERT,cat_1,1999,0922,19990922,1800,,HU,40.3N,57.9W,65.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,cat_1,1999,1015,19991015,0600,,HU,23.8N,82.2W,65.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL131999,IRENE,cat_1,1999,1015,19991015,1200,,HU,24.4N,81.8W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
