id,name,hurricane_category,year,month_day,date,hours_minutes,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL172000,MICHAEL,cat_2,2000,1019,20001019,1800,,HU,44.0N,58.5W,85.0,965.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0909,20010909,0000,,HU,29.7N,60.4W,75.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_2,2001,0909,20010909,0600,,HU,30.6N,61.3W,90.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_2,2001,0909,20010909,1200,,HU,31.5N,62.2W,95.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_3,2001,0909,20010909,1800,,HU,32.4N,62.8W,105.0,968.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_3,2001,0910,20010910,0000,,HU,33.3N,63.3W,105.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_3,2001,0910,20010910,0600,,HU,34.2N,64.1W,105.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_3,2001,0910,20010910,1200,,HU,34.9N,64.7W,100.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_2,2001,0910,20010910,1800,,HU,35.7N,65.4W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0911,20010911,0000,,HU,36.4N,65.7W,80.0,973.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0911,20010911,0600,,HU,36.9N,65.9W,80.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0911,20010911,1200,,HU,37.4N,65.6W,80.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0911,20010911,1800,,HU,37.8N,65.1W,80.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0912,20010912,0000,,HU,38.0N,64.3W,80.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0912,20010912,0600,,HU,38.0N,63.3W,75.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0912,20010912,1200,,HU,37.9N,62.6W,75.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0912,20010912,1800,,HU,37.9N,62.0W,75.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0913,20010913,0000,,HU,38.1N,61.4W,75.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0913,20010913,0600,,HU,38.3N,61.0W,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0913,20010913,1200,,HU,38.8N,60.6W,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0913,20010913,1800,,HU,39.6N,60.2W,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0914,20010914,0000,,HU,40.6N,59.3W,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0914,20010914,0600,,HU,42.0N,58.1W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0914,20010914,1200,,HU,43.3N,56.7W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL062001,ERIN,cat_1,2001,0914,20010914,1800,,HU,44.7N,55.2W,65.0,984.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0913,20010913,0000,,HU,23.9N,48.9W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0913,20010913,0600,,HU,24.8N,48.6W,75.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0913,20010913,1200,,HU,25.9N,48.4W,85.0,972.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0913,20010913,1800,,HU,27.1N,48.0W,95.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_3,2001,0914,20010914,0000,,HU,28.2N,47.2W,100.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_3,2001,0914,20010914,0600,,HU,29.3N,46.6W,100.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0914,20010914,1200,,HU,30.1N,45.5W,95.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0914,20010914,1800,,HU,30.9N,44.3W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0915,20010915,0000,,HU,31.2N,42.8W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0915,20010915,0600,,HU,31.5N,41.4W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0915,20010915,1200,,HU,31.7N,39.5W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0915,20010915,1800,,HU,32.1N,37.6W,85.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_2,2001,0916,20010916,0000,,HU,32.1N,36.0W,85.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0916,20010916,0600,,HU,32.6N,34.8W,80.0,976.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0916,20010916,1200,,HU,33.4N,33.3W,75.0,977.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0916,20010916,1800,,HU,34.3N,32.4W,70.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0917,20010917,0000,,HU,35.1N,32.0W,70.0,981.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL072001,FELIX,cat_1,2001,0917,20010917,0600,,HU,35.4N,31.7W,65.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082001,GABRIELLE,cat_1,2001,0917,20010917,0000,,HU,33.1N,70.7W,65.0,991.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082001,GABRIELLE,cat_1,2001,0917,20010917,0600,,HU,34.0N,68.5W,65.0,991.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082001,GABRIELLE,cat_1,2001,0917,20010917,1200,,HU,35.3N,66.6W,70.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082001,GABRIELLE,cat_1,2001,0917,20010917,1800,,HU,36.2N,64.7W,70.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0923,20010923,1200,,HU,31.0N,67.5W,65.0,990.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0923,20010923,1800,,HU,31.9N,67.4W,80.0,986.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_2,2001,0924,20010924,0000,,HU,32.8N,67.1W,85.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0924,20010924,0600,,HU,33.8N,66.8W,75.0,989.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0924,20010924,1200,,HU,35.0N,66.3W,70.0,990.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0924,20010924,1800,,HU,35.9N,65.4W,70.0,991.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0925,20010925,0000,,HU,36.8N,64.3W,65.0,992.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0925,20010925,0600,,HU,37.7N,63.4W,65.0,992.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0925,20010925,1200,,HU,38.5N,62.4W,65.0,992.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0925,20010925,1800,,HU,39.2N,61.6W,65.0,990.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0926,20010926,0000,,HU,39.6N,60.7W,65.0,990.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0926,20010926,0600,,HU,40.4N,60.3W,75.0,980.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_2,2001,0926,20010926,1200,,HU,41.0N,59.2W,90.0,970.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0926,20010926,1800,,HU,41.8N,57.5W,80.0,977.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0927,20010927,0000,,HU,42.2N,54.6W,70.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102001,HUMBERTO,cat_1,2001,0927,20010927,0600,,HU,42.4N,51.3W,65.0,991.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_1,2001,1006,20011006,1800,,HU,16.9N,72.2W,65.0,992.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_1,2001,1007,20011007,0000,,HU,16.9N,74.0W,75.0,993.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_1,2001,1007,20011007,0600,,HU,16.9N,75.3W,75.0,989.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_1,2001,1007,20011007,1200,,HU,17.3N,77.0W,75.0,989.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_1,2001,1007,20011007,1800,,HU,17.4N,78.9W,75.0,991.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_1,2001,1008,20011008,0000,,HU,17.3N,80.6W,80.0,988.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_2,2001,1008,20011008,0600,,HU,17.2N,82.3W,90.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_4,2001,1008,20011008,1200,,HU,17.1N,84.0W,120.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_4,2001,1008,20011008,1800,,HU,16.8N,86.0W,115.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_4,2001,1009,20011009,0000,,HU,16.5N,88.0W,125.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL112001,IRIS,cat_4,2001,1009,20011009,0200,L,HU,16.3N,88.4W,125.0,948.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL132001,KAREN,cat_1,2001,1013,20011013,1800,,HU,37.3N,64.6W,65.0,985.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL132001,KAREN,cat_1,2001,1014,20011014,0000,,HU,37.9N,64.0W,65.0,985.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL132001,KAREN,cat_1,2001,1014,20011014,0600,,HU,38.6N,63.7W,70.0,982.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_1,2001,1102,20011102,1200,,HU,17.8N,84.0W,70.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_1,2001,1102,20011102,1800,,HU,18.0N,84.0W,80.0,969.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_2,2001,1103,20011103,0000,,HU,18.5N,84.0W,90.0,957.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_3,2001,1103,20011103,0600,,HU,18.8N,84.3W,105.0,942.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_4,2001,1103,20011103,1200,,HU,18.9N,84.3W,115.0,937.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_3,2001,1103,20011103,1800,,HU,19.3N,84.1W,110.0,934.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_3,2001,1103,20011103,2100,P,HU,19.4N,83.9W,110.0,933.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_4,2001,1104,20011104,0000,,HU,19.7N,83.7W,115.0,938.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_4,2001,1104,20011104,0600,,HU,20.1N,83.3W,120.0,944.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_4,2001,1104,20011104,1200,,HU,20.8N,82.5W,120.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_4,2001,1104,20011104,1800,L,HU,21.5N,81.8W,120.0,949.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_4,2001,1104,20011104,2300,L,HU,22.1N,81.2W,115.0,950.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_3,2001,1105,20011105,0000,,HU,22.3N,80.9W,105.0,953.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_1,2001,1105,20011105,0600,,HU,23.1N,79.7W,80.0,972.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_1,2001,1105,20011105,1200,L,HU,24.3N,78.0W,80.0,974.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL152001,MICHELLE,cat_1,2001,1105,20011105,1800,L,HU,25.4N,76.4W,75.0,980.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL162001,NOEL,cat_1,2001,1105,20011105,1200,,HU,37.8N,50.3W,65.0,986.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL162001,NOEL,cat_1,2001,1105,20011105,1800,,HU,38.8N,50.2W,65.0,986.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1126,20011126,1200,,HU,30.6N,55.9W,65.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1126,20011126,1800,,HU,31.1N,56.0W,65.0,977.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1127,20011127,0000,,HU,32.1N,56.2W,75.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1127,20011127,0600,,HU,32.6N,57.0W,80.0,973.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1127,20011127,1200,,HU,31.5N,57.2W,80.0,974.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1127,20011127,1800,,HU,32.0N,56.0W,75.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1128,20011128,0000,,HU,32.3N,55.8W,75.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1128,20011128,0600,,HU,32.6N,55.7W,75.0,975.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1128,20011128,1200,,HU,32.4N,56.2W,75.0,977.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1128,20011128,1800,,HU,31.4N,57.0W,70.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL172001,OLGA,cat_1,2001,1129,20011129,0000,,HU,30.3N,57.6W,65.0,987.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_1,2002,0911,20020911,1200,,HU,38.0N,70.8W,70.0,971.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_2,2002,0911,20020911,1800,,HU,40.3N,66.8W,85.0,964.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_1,2002,0912,20020912,0000,,HU,43.1N,62.8W,80.0,962.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_1,2002,0912,20020912,0400,P,HU,45.3N,60.8W,80.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_1,2002,0912,20020912,0430,L,HU,45.6N,60.4W,80.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_1,2002,0912,20020912,0600,,HU,46.5N,59.6W,75.0,960.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL082002,GUSTAV,cat_1,2002,0912,20020912,0900,L,HU,47.6N,58.6W,65.0,963.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_1,2002,0919,20020919,1800,,HU,20.4N,81.7W,65.0,983.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_1,2002,0920,20020920,0000,,HU,20.7N,82.3W,75.0,979.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_2,2002,0920,20020920,0600,,HU,21.1N,83.0W,90.0,967.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_2,2002,0920,20020920,1200,,HU,21.5N,83.5W,85.0,966.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_1,2002,0920,20020920,1800,,HU,21.8N,84.0W,75.0,965.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_1,2002,0920,20020920,2100,L,HU,22.0N,84.1W,75.0,964.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_1,2002,0921,20020921,0000,,HU,22.1N,84.3W,75.0,964.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_2,2002,0921,20020921,0600,,HU,22.3N,85.1W,85.0,964.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_3,2002,0921,20020921,1200,,HU,22.0N,85.8W,100.0,955.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_3,2002,0921,20020921,1800,,HU,21.9N,86.1W,110.0,946.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
AL102002,ISIDORE,cat_3,2002,0922,20020922,0000,,HU,22.1N,86.5W,110.0,947.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
